Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
2017-01-01,11:00,2017,1,ZIMA,274.96363830566406,271.02264404296875,75.11238125002573,2.825531005859375,1.9069061279296875,3.4087998541727975,214.01479021136086,101028.359375,3.822147846221924E-6
2017-01-01,12:00,2017,1,ZIMA,275.25450134277344,270.9862060546875,73.37172058989053,2.743927001953125,1.797607421875,3.28032434908921,213.2296969960727,100952.11328125,2.086162567138672E-6
2017-01-01,13:00,2017,1,ZIMA,275.1905059814453,270.8690490722656,73.07217677935027,3.111053466796875,1.765594482421875,3.5771465652985794,209.5759084650576,100917.53515625,5.438923835754395E-7
2017-01-01,14:00,2017,1,ZIMA,274.9706573486328,270.71263122558594,73.37430779859764,3.0506591796875,1.75750732421875,3.5207035412391883,209.94656283001734,100871.54296875,1.2665987014770508E-7
2017-01-01,15:00,2017,1,ZIMA,274.8002166748047,270.65907287597656,73.98004612898163,2.954498291015625,1.814605712890625,3.467254539959468,211.55758236647443,100863.46875,8.672474791637796E-7
2017-01-01,16:00,2017,1,ZIMA,274.7870330810547,270.7096710205078,74.32769222816216,2.9682769775390625,1.8230743408203125,3.4834276607310004,211.55766615913632,100833.32421875,1.341104507446289E-7
2017-01-01,17:00,2017,1,ZIMA,274.8300018310547,270.8513488769531,74.88003291091884,2.9635009765625,1.935434341430664,3.5395259750531625,213.14817177828965,100816.38671875,1.341104507446289E-7
2017-01-01,18:00,2017,1,ZIMA,274.80364990234375,270.92469787597656,75.42900947909186,2.906829833984375,2.0799293518066406,3.5743203259149032,215.58492749767123,100786.37109375,1.341104507446289E-7
2017-01-01,19:00,2017,1,ZIMA,275.14109802246094,271.93505859375,79.31302095892593,2.9755859375,1.9080619812011719,3.534800163453812,212.66957931443503,100742.1953125,1.3101100989842962E-5
2017-01-01,20:00,2017,1,ZIMA,274.93507385253906,271.71946716308594,79.22623287357405,2.9942169189453125,1.9747676849365234,3.586787192902294,213.40593976508094,100726.8984375,1.138448715209961E-5
2017-01-01,21:00,2017,1,ZIMA,274.80809020996094,271.3043518066406,77.54616349166861,3.1946868896484375,1.9872426986694336,3.762334098177165,211.88351891594843,100691.18359375,9.060060676802095E-6
2017-01-01,22:00,2017,1,ZIMA,274.4396667480469,270.7203369140625,76.261088047991,3.2983856201171875,1.9146442413330078,3.8138183320480135,210.1342736668255,100665.296875,2.1010637283325195E-6
2017-01-01,23:00,2017,1,ZIMA,274.14039611816406,270.20045471191406,74.97191589087977,3.39739990234375,1.7340946197509766,3.814368918536146,207.04059195872063,100637.7265625,1.564621925354004E-6
2017-01-02,00:00,2017,1,ZIMA,273.78875732421875,269.78517150878906,74.55447936076209,3.549285888671875,1.4993276596069336,3.8529746625675734,202.90069316027433,100592.0703125,5.513208520824264E-7
2017-01-02,01:00,2017,1,ZIMA,273.3388366699219,269.57049560546875,75.79440562704045,3.6080780029296875,1.3719940185546875,3.860128814194537,200.81961671787974,100553.15625,4.20399010181427E-6
2017-01-02,02:00,2017,1,ZIMA,273.1097106933594,269.77320861816406,78.23841814172837,3.6832733154296875,1.27423095703125,3.8974564587706655,199.0830970200302,100520.09765625,3.8566067814826965E-5
2017-01-02,03:00,2017,1,ZIMA,273.05572509765625,270.424560546875,82.44423127290888,3.791107177734375,1.116302490234375,3.952040597308252,196.40721778905092,100496.59765625,1.7964839935302734E-4
2017-01-02,04:00,2017,1,ZIMA,273.0488739013672,271.12042236328125,86.84149483843258,3.5458221435546875,0.9523773193359375,3.6714952311161,195.03432520173604,100473.046875,3.545694053173065E-4
2017-01-02,05:00,2017,1,ZIMA,273.15325927734375,271.6608428955078,89.68252958837857,3.3264312744140625,0.8325653076171875,3.429039226204283,194.05176446134195,100450.26171875,3.49193811416626E-4
2017-01-02,06:00,2017,1,ZIMA,273.3700256347656,272.0796203613281,91.03667426528716,3.47625732421875,0.6811676025390625,3.542365634280758,191.08655702045493,100432.80078125,1.9332021474838257E-4
2017-01-02,07:00,2017,1,ZIMA,273.6875762939453,272.57191467285156,92.22670116698932,3.714752197265625,0.475494384765625,3.745060586563778,187.29428893070735,100484.9375,5.099177360534668E-5
2017-01-02,08:00,2017,1,ZIMA,273.92857360839844,272.7194519042969,91.61645201814599,3.6727447509765625,0.2941436767578125,3.684504648986414,184.57894506510945,100505.15234375,4.6759843826293945E-5
2017-01-02,09:00,2017,1,ZIMA,274.2414093017578,272.9612731933594,91.16575105795901,2.952392578125,0.301605224609375,2.967758016900848,185.83288516845397,100518.6015625,2.4512410163879395E-5
2017-01-02,10:00,2017,1,ZIMA,274.70054626464844,273.2015838623047,89.76355704427816,4.3419647216796875,-0.183013916015625,4.3458200305312165,177.58641020543564,100535.50390625,2.031773328781128E-5
